0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -5.181250000000000000e+01 1.737500000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.625000000000000000e+00 -5.156250000000000000e+01 1.718750000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.437500000000000000e+00 -5.156250000000000000e+01 1.750000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.062500000000000000e+00 -5.212500000000000000e+01 1.731250000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.625000000000000000e+00 -5.175000000000000000e+01 1.712500000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.312500000000000000e+00 -5.187500000000000000e+01 1.737500000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 -5.193750000000000000e+01 1.775000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 2.000000000000000000e+00 -5.193750000000000000e+01 1.743750000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 7.125000000000000000e+00 -5.087500000000000000e+01 -6.250000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 7.250000000000000000e+00 -5.075000000000000000e+01 -5.437500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.562500000000000000e+00 -5.037500000000000000e+01 -5.750000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 7.000000000000000000e+00 -5.068750000000000000e+01 -5.500000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.562500000000000000e+00 -5.062500000000000000e+01 -5.875000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 7.500000000000000000e+00 -5.062500000000000000e+01 -5.937500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 7.250000000000000000e+00 -5.056250000000000000e+01 -6.687500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.875000000000000000e+00 -5.050000000000000000e+01 -6.062500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.625000000000000000e+00 -5.125000000000000000e+01 -5.875000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.250000000000000000e+00 -5.068750000000000000e+01 -6.062500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.937500000000000000e+00 -5.075000000000000000e+01 -6.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.000000000000000000e+01 6.687500000000000000e+00 -5.081250000000000000e+01 -5.937500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+02 6.625000000000000000e+00 -5.081250000000000000e+01 -6.187500000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+02 -1.812500000000000000e+01 -5.006250000000000000e+01 -1.693750000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+02 -1.818750000000000000e+01 -4.993750000000000000e+01 -1.706250000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+02 -1.750000000000000000e+01 -5.006250000000000000e+01 -1.756250000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.800000000000000000e+02 -1.731250000000000000e+01 -4.975000000000000000e+01 -1.800000000000000000e+01
