1.482052221090000000e+12 -2.628182199999999913e+00 8.708304999999999296e+00 -2.079009800000000130e+00
1.482052221160000000e+12 -1.137571300000000063e+00 8.433718999999999966e+00 -1.216024500000000064e+00
1.482052221229000000e+12 -4.707192000000000043e-01 8.982891000000000403e+00 -7.453053600000000278e-01
1.482052221299000000e+12 -1.294477799999999901e+00 9.767424000000000106e+00 1.961329900000000070e-01
1.482052221369000000e+12 -7.845319499999999779e-01 9.924329999999999430e+00 9.414384000000000086e-01
1.482052221441000000e+12 -1.019891600000000009e+00 1.066963499999999954e+01 8.629852000000000078e-01
1.482052221509000000e+12 -1.765196900000000069e+00 1.000278300000000087e+01 1.137571300000000063e+00
1.482052221582000000e+12 1.961329900000000070e-01 9.022118000000000748e+00 3.530393800000000137e-01
1.482052221651000000e+12 7.845320000000000071e-02 1.027736900000000020e+01 -1.176798000000000011e-01
1.482052221725000000e+12 -6.668522000000000061e-01 1.051272900000000021e+01 7.453053600000000278e-01
1.482052221793000000e+12 -6.668522000000000061e-01 1.012046199999999985e+01 -7.845320000000000071e-02
1.482052221859000000e+12 -1.019891600000000009e+00 1.019891550000000002e+01 -0.000000000000000000e+00
1.482052221929000000e+12 -9.806649699999999692e-01 9.532063499999999578e+00 -7.845319499999999779e-01
1.482052221999000000e+12 -9.414384000000000086e-01 9.885103000000000861e+00 -7.453053600000000278e-01
1.482052222069000000e+12 -1.451384199999999902e+00 1.039504900000000021e+01 -9.806649699999999692e-01
1.482052222140000000e+12 -6.668522000000000061e-01 1.059118199999999987e+01 -1.647517200000000015e+00
1.482052222209000000e+12 -7.453053600000000278e-01 1.106190100000000065e+01 -9.806649699999999692e-01
1.482052222285000000e+12 2.745862000000000025e-01 1.161107349999999983e+01 -1.647517200000000015e+00
1.482052222350000000e+12 1.725970400000000016e+00 1.141493999999999964e+01 -1.686743700000000068e+00
1.482052222419000000e+12 1.490610699999999955e+00 1.066963499999999954e+01 -1.137571300000000063e+00
1.482052222489000000e+12 3.138128000000000029e-01 1.082654100000000064e+01 -7.845320000000000071e-02
1.482052222560000000e+12 -3.922659800000000141e-01 1.102267499999999956e+01 3.922659800000000141e-01
1.482052222630000000e+12 -1.098344800000000010e+00 1.066963499999999954e+01 7.845319499999999779e-01
1.482052222700000000e+12 -1.647517200000000015e+00 9.963556000000000523e+00 6.668522000000000061e-01
1.482052222769000000e+12 -2.785088500000000078e+00 9.492836999999999748e+00 1.176798000000000011e-01
1.482052222840000000e+12 -2.039783200000000019e+00 8.472944999999999283e+00 3.530393800000000137e-01
1.482052222909000000e+12 -2.667408700000000188e+00 8.669078999999999979e+00 3.530393800000000137e-01
1.482052222981000000e+12 -3.608847100000000196e+00 8.276813000000000642e+00 7.060787699999999667e-01
1.482052223049000000e+12 -2.628182199999999913e+00 8.198359500000000466e+00 3.138128000000000029e-01
