1.482059770381000000e+12 8.208822000000000341e-02 8.337110000000000007e-03 7.121229000000000031e-01
1.482059770451000000e+12 8.069260400000000111e-02 9.799986999999999587e-03 6.729268999999999945e-01
1.482059770521000000e+12 3.889322299999999847e-03 1.038441099999999964e-02 5.552863999999999578e-01
1.482059770592000000e+12 4.396639800000000202e-03 1.019146999999999935e-02 7.121925399999999851e-01
1.482059770661000000e+12 4.377169999999999672e-02 -2.776879000000000153e-02 7.122363999999999917e-01
1.482059770731000000e+12 8.179210000000000647e-02 1.189938200000000001e-02 6.337823999999999680e-01
1.482059770801000000e+12 4.200184299999999704e-02 -6.545808999999999656e-02 6.338129000000000124e-01
1.482059770871000000e+12 8.109117999999999882e-02 1.402562899999999953e-02 7.122983999999999982e-01
1.482059770941000000e+12 4.138792300000000007e-02 -2.356719999999999995e-02 6.338949000000000389e-01
1.482059771012000000e+12 2.822443799999999840e-03 -2.208912400000000165e-02 6.731787000000000187e-01
1.482059771081000000e+12 4.328785000000000271e-02 1.697191600000000009e-02 6.339616999999999614e-01
1.482059771151000000e+12 4.285604500000000233e-02 -2.097624500000000100e-02 7.124528999999999446e-01
1.482059771221000000e+12 4.227159999999999945e-02 -5.853423499999999696e-02 7.125025000000000386e-01
1.482059771292000000e+12 7.789785000000000459e-02 2.007853999999999889e-02 7.124643299999999790e-01
1.482059771361000000e+12 7.709240000000000537e-02 -5.707141799999999876e-02 6.340455999999999870e-01
1.482059771431000000e+12 3.721270699999999765e-02 -5.571988199999999836e-02 7.125377699999999592e-01
1.482059771504000000e+12 -5.615204600000000363e-04 5.988934600000000302e-02 7.124843600000000388e-01
1.482059771573000000e+12 3.974355799999999828e-02 6.020185399999999909e-02 5.948276500000000411e-01
1.482059771652000000e+12 1.162786400000000026e-01 -1.652917300000000117e-02 5.948639000000000010e-01
1.482059771721000000e+12 7.753670999999999480e-02 2.337947500000000026e-02 5.556659699999999535e-01
1.482059771792000000e+12 3.936568000000000012e-02 -1.567569400000000043e-02 5.949115999999999849e-01
